Batch ID,Batch Name,Material Master ID,Material Inventory ID,Status,Material Price History,Total Quantity,Available Quantity,Reserved Quantity,Blocked Stock Quantity,Location,Division,Created Time,Material Code
1-TM-BATCH-305,BATCH1-A1645200532,1-T4E-2,1-TM-INVENTORY-305,Active,,6,6,0,0,1-J31BMH,1-J30J21,30/08/2024 15:13,A1645200532
1-TM-BATCH-306,BATCH1-A1645200632,1-JSU-6,1-TM-INVENTORY-306,Active,,6,6,0,0,1-J31BMH,1-J30J21,30/08/2024 15:13,A1645200632
1-TM-BATCH-307,BATCH1-A1645401017,1-IDL-3,1-TM-INVENTORY-307,Active,,7,7,0,0,1-J31BMH,1-J30J21,28/10/2024 15:14,A1645401017
1-TM-BATCH-308,BATCH1-A16454537049116,1-1PKK-3,1-TM-INVENTORY-308,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A16454537049116
1-TM-BATCH-309,BATCH1-A1646904598,1-MKW-3,1-TM-INVENTORY-309,Active,,2,2,0,0,1-J31BMH,1-J30J21,21/09/2017 14:43,A1646904598
1-TM-BATCH-310,BATCH1-A1646904698,1-MKW-4,1-TM-INVENTORY-310,Active,,2,2,0,0,1-J31BMH,1-J30J21,30/08/2017 17:32,A1646904698
1-TM-BATCH-311,BATCH1-A1646904798,1-1F69-4,1-TM-INVENTORY-311,Active,,1,1,0,0,1-J31BMH,1-J30J21,15/11/2018 15:35,A1646904798
1-TM-BATCH-312,BATCH1-A1647401193,1-Y18-7,1-TM-INVENTORY-312,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A1647401193
1-TM-BATCH-313,BATCH1-A16481051939650,1-15UE-1,1-TM-INVENTORY-313,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A16481051939650
1-TM-BATCH-314,BATCH1-A16481051939775,1-13RY-1,1-TM-INVENTORY-314,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A16481051939775
1-TM-BATCH-315,BATCH1-A1648200200,1-2EMM-1,1-TM-INVENTORY-315,Active,,1,1,0,0,1-J31BMH,1-J30J21,04/01/2023 16:37,A1648200200
1-TM-BATCH-316,BATCH1-A1648201574,1-UIH-2,1-TM-INVENTORY-316,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A1648201574
1-TM-BATCH-317,BATCH1-A1648300084,1-KBS-4,1-TM-INVENTORY-317,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A1648300084
1-TM-BATCH-318,BATCH1-A1648300184,1-1TU3-2,1-TM-INVENTORY-318,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A1648300184
1-TM-BATCH-319,BATCH1-A164830021864,1-ETW-8,1-TM-INVENTORY-319,Active,,7,7,0,0,1-J31BMH,1-J30J21,02/11/2021 17:55,A164830021864
1-TM-BATCH-320,BATCH1-A1648600592,1-1L0J-14,1-TM-INVENTORY-320,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A1648600592
1-TM-BATCH-321,BATCH1-A16486010089999,1-OBV-9,1-TM-INVENTORY-321,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A16486010089999
1-TM-BATCH-322,BATCH1-A1648850331,1-17WD-6,1-TM-INVENTORY-322,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A1648850331
1-TM-BATCH-323,BATCH1-A1649058200,1-23XO-5,1-TM-INVENTORY-323,Active,,1,1,0,0,1-J31BMH,1-J30J21,26/12/2019 17:47,A1649058200
1-TM-BATCH-324,BATCH1-A1662400618,1-1QZP-3,1-TM-INVENTORY-324,Active,,1,1,0,0,1-J31BMH,1-J30J21,27/12/2019 15:18,A1662400618
1-TM-BATCH-325,BATCH1-A1663200325,1-1IV1-10,1-TM-INVENTORY-325,Active,,1,1,0,0,1-J31BMH,1-J30J21,07/09/2024 11:57,A1663200325
1-TM-BATCH-326,BATCH1-A1663200326,1-1XWS-1,1-TM-INVENTORY-326,Active,,3,3,0,0,1-J31BMH,1-J30J21,09/10/2021 16:39,A1663200326
1-TM-BATCH-327,BATCH1-A1663205266,1-1YV9-3,1-TM-INVENTORY-327,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A1663205266
1-TM-BATCH-328,BATCH1-A1663300207,1-1IV1-19,1-TM-INVENTORY-328,Active,,1,1,0,0,1-J31BMH,1-J30J21,30/06/2019 12:22,A1663300207
1-TM-BATCH-329,BATCH1-A1663300920,1-1NSL-10,1-TM-INVENTORY-329,Active,,1,1,0,0,1-J31BMH,1-J30J21,25/12/2018 18:14,A1663300920
1-TM-BATCH-330,BATCH1-A1663301020,1-1QZP-4,1-TM-INVENTORY-330,Active,,1,1,0,0,1-J31BMH,1-J30J21,25/12/2018 18:14,A1663301020
1-TM-BATCH-331,BATCH1-A1663301707,1-1IV1-8,1-TM-INVENTORY-331,Active,,1,1,0,0,1-J31BMH,1-J30J21,25/12/2018 18:14,A1663301707
1-TM-BATCH-332,BATCH1-A1663301807,1-1IV1-4,1-TM-INVENTORY-332,Active,,1,1,0,0,1-J31BMH,1-J30J21,25/12/2018 18:14,A1663301807
1-TM-BATCH-333,BATCH1-A1663330214,1-1IV1-20,1-TM-INVENTORY-333,Active,,2,2,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A1663330214
1-TM-BATCH-334,BATCH1-A1664211300,1-2Q65-6,1-TM-INVENTORY-334,Active,,2,2,0,0,1-J31BMH,1-J30J21,13/07/2024 15:40,A1664211300
1-TM-BATCH-335,BATCH1-A1664211400,1-2NMT-1,1-TM-INVENTORY-335,Active,,2,2,0,0,1-J31BMH,1-J30J21,28/10/2024 12:34,A1664211400
1-TM-BATCH-336,BATCH1-A1664230181,1-1T96-2,1-TM-INVENTORY-336,Active,,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A1664230181
1-TM-BATCH-337,BATCH1-A1664230281,1-20FL-8,1-TM-INVENTORY-337,Active,,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A1664230281
1-TM-BATCH-338,BATCH1-A1664230500,1-2RPM-2,1-TM-INVENTORY-338,Active,,2,2,0,0,1-J31BMH,1-J30J21,08/07/2024 15:19,A1664230500
1-TM-BATCH-339,BATCH1-A1664230700,1-2TP2-9,1-TM-INVENTORY-339,Active,,2,2,0,0,1-J31BMH,1-J30J21,28/10/2024 12:34,A1664230700
1-TM-BATCH-340,BATCH1-A166528048205,1-2H6P-8,1-TM-INVENTORY-340,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A166528048205
1-TM-BATCH-341,BATCH1-A1665400105,1-1YUR-1,1-TM-INVENTORY-341,Active,,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A1665400105
1-TM-BATCH-342,BATCH1-A1665402350,1-1Y7L-2,1-TM-INVENTORY-342,Active,,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A1665402350
1-TM-BATCH-343,BATCH1-A1665405609,1-24YA-4,1-TM-INVENTORY-343,Active,,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A1665405609
1-TM-BATCH-344,BATCH1-A166540570964,1-37QA-4,1-TM-INVENTORY-344,Active,,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A166540570964
1-TM-BATCH-345,BATCH1-A1666300067,1-1T5I-11,1-TM-INVENTORY-345,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A1666300067
1-TM-BATCH-346,BATCH1-A1666801903,1-2Q88-6,1-TM-INVENTORY-346,Active,,1,1,0,0,1-J31BMH,1-J30J21,01/03/2022 15:53,A1666801903
1-TM-BATCH-347,BATCH1-A1666830091,1-239T-1,1-TM-INVENTORY-347,Active,,1,1,0,0,1-J31BMH,1-J30J21,25/05/2015 12:16,A1666830091
1-TM-BATCH-348,BATCH1-A1666900475,1-1LTB-12,1-TM-INVENTORY-348,Active,,1,1,0,0,1-J31BMH,1-J30J21,24/04/2019 11:49,A1666900475
1-TM-BATCH-349,BATCH1-A1667200137,1-1NDO-33,1-TM-INVENTORY-349,Active,,1,1,0,0,1-J31BMH,1-J30J21,07/03/2019 16:53,A1667200137
1-TM-BATCH-350,BATCH1-A1667200337,1-1NDO-35,1-TM-INVENTORY-350,Active,,1,1,0,0,1-J31BMH,1-J30J21,07/03/2019 16:53,A1667200337
1-TM-BATCH-351,BATCH1-A1667251310,1-1NDO-37,1-TM-INVENTORY-351,Active,,1,1,0,0,1-J31BMH,1-J30J21,19/02/2019 17:00,A1667251310
1-TM-BATCH-352,BATCH1-A1667251410,1-1NDO-38,1-TM-INVENTORY-352,Active,,1,1,0,0,1-J31BMH,1-J30J21,07/08/2018 10:46,A1667251410
1-TM-BATCH-353,BATCH1-A1667251800,1-1ZEJ-2,1-TM-INVENTORY-353,Active,,1,1,0,0,1-J31BMH,1-J30J21,07/08/2018 10:46,A1667251800
1-TM-BATCH-354,BATCH1-A1667300337,1-1NDO-41,1-TM-INVENTORY-354,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A1667300337
1-TM-BATCH-355,BATCH1-A1667600661,1-1RXP-18,1-TM-INVENTORY-355,Active,,1,1,0,0,1-J31BMH,1-J30J21,14/09/2024 11:56,A1667600661
1-TM-BATCH-356,BATCH1-A16681001019799,1-33Q8-2,1-TM-INVENTORY-356,Active,,1,1,0,0,1-J31BMH,1-J30J21,28/10/2024 12:40,A16681001019799
1-TM-BATCH-357,BATCH1-A16681001649775,1-13RY-8,1-TM-INVENTORY-357,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A16681001649775
1-TM-BATCH-358,BATCH1-A1668100419,1-1HJU-3,1-TM-INVENTORY-358,Active,,1,1,0,0,1-J31BMH,1-J30J21,28/10/2024 12:40,A1668100419
1-TM-BATCH-359,BATCH1-A1668100919,1-XU5-14,1-TM-INVENTORY-359,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A1668100919
1-TM-BATCH-360,BATCH1-A1668108500,1-2GKZ-1,1-TM-INVENTORY-360,Active,,1,1,0,0,1-J31BMH,1-J30J21,07/08/2018 10:46,A1668108500
1-TM-BATCH-361,BATCH1-A1668109800,1-2GJW-4,1-TM-INVENTORY-361,Active,,1,1,0,0,1-J31BMH,1-J30J21,19/10/2024 14:37,A1668109800
1-TM-BATCH-362,BATCH1-A1668110198,1-1M6B-19,1-TM-INVENTORY-362,Active,,1,1,0,0,1-J31BMH,1-J30J21,13/08/2018 13:01,A1668110198
1-TM-BATCH-363,BATCH1-A1668110777,1-29Z5-1,1-TM-INVENTORY-363,Active,,2,2,0,0,1-J31BMH,1-J30J21,30/11/2023 17:11,A1668110777
1-TM-BATCH-364,BATCH1-A1668110877,1-29Z5-2,1-TM-INVENTORY-364,Active,,2,2,0,0,1-J31BMH,1-J30J21,30/11/2023 17:11,A1668110877
1-TM-BATCH-365,BATCH1-A1668200174,1-1NDO-47,1-TM-INVENTORY-365,Active,,1,1,0,0,1-J31BMH,1-J30J21,25/09/2018 12:59,A1668200174
1-TM-BATCH-366,BATCH1-A166820114528,1-2A3V-25,1-TM-INVENTORY-366,Active,,3,3,0,0,1-J31BMH,1-J30J21,12/11/2024 17:20,A166820114528
1-TM-BATCH-367,BATCH1-A1668201264,1-1TIU-51,1-TM-INVENTORY-367,Active,,1,1,0,0,1-J31BMH,1-J30J21,16/03/2017 17:38,A1668201264
1-TM-BATCH-368,BATCH1-A1668203426,1-1YKL-1,1-TM-INVENTORY-368,Active,,1,1,0,0,1-J31BMH,1-J30J21,19/10/2024 14:37,A1668203426
1-TM-BATCH-369,BATCH1-A1668260258,1-2HJ6-5,1-TM-INVENTORY-369,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A1668260258
1-TM-BATCH-370,BATCH1-A1668262891,1-2NIQ-7,1-TM-INVENTORY-370,Active,,1,1,0,0,1-J31BMH,1-J30J21,22/01/2021 10:24,A1668262891
1-TM-BATCH-371,BATCH1-A1668300218,1-1O74-5,1-TM-INVENTORY-371,Active,,12,12,0,0,1-J31BMH,1-J30J21,15/11/2024 13:20,A1668300218
1-TM-BATCH-372,BATCH1-A16683009548N84,1-23U0-2,1-TM-INVENTORY-372,Active,,1,1,0,0,1-J31BMH,1-J30J21,18/05/2021 9:27,A16683009548N84
1-TM-BATCH-373,BATCH1-A16683010548N84,1-23U0-3,1-TM-INVENTORY-373,Active,,1,1,0,0,1-J31BMH,1-J30J21,04/02/2021 14:47,A16683010548N84
1-TM-BATCH-374,BATCH1-A1668307201,1-2LNZ-5,1-TM-INVENTORY-374,Active,,6,6,0,0,1-J31BMH,1-J30J21,28/10/2024 15:14,A1668307201
1-TM-BATCH-375,BATCH1-A1668380100,1-3LSK-10,1-TM-INVENTORY-375,Active,,1,1,0,0,1-J31BMH,1-J30J21,27/05/2019 12:26,A1668380100
1-TM-BATCH-376,BATCH1-A1668600992,1-1MLK-2,1-TM-INVENTORY-376,Active,,1,1,0,0,1-J31BMH,1-J30J21,25/06/2024 14:41,A1668600992
1-TM-BATCH-377,BATCH1-A1668801206,1-2D0J-22,1-TM-INVENTORY-377,Active,,1,1,0,0,1-J31BMH,1-J30J21,07/08/2018 10:47,A1668801206
1-TM-BATCH-378,BATCH1-A1668802805,1-23FA-4,1-TM-INVENTORY-378,Active,,1,1,0,0,1-J31BMH,1-J30J21,16/09/2023 15:45,A1668802805
1-TM-BATCH-379,BATCH1-A1668842922,1-1PKN-4,1-TM-INVENTORY-379,Active,,1,1,0,0,1-J31BMH,1-J30J21,29/02/2024 16:55,A1668842922
1-TM-BATCH-380,BATCH1-A1668847522,1-1TIU-58,1-TM-INVENTORY-380,Active,,1,1,0,0,1-J31BMH,1-J30J21,29/09/2021 17:00,A1668847522
1-TM-BATCH-381,BATCH1-A1668850237,1-1ZF7-27,1-TM-INVENTORY-381,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A1668850237
1-TM-BATCH-382,BATCH1-A1668850481,1-23KN-2,1-TM-INVENTORY-382,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A1668850481
1-TM-BATCH-383,BATCH1-A1668859022,1-2GSN-8,1-TM-INVENTORY-383,Active,,1,1,0,0,1-J31BMH,1-J30J21,29/02/2024 16:43,A1668859022
1-TM-BATCH-384,BATCH1-A1669000320,1-2KGO-7,1-TM-INVENTORY-384,Active,,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A1669000320
1-TM-BATCH-385,BATCH1-A1669008017,1-2GQW-12,1-TM-INVENTORY-385,Active,,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 17:17,A1669008017
1-TM-BATCH-386,BATCH1-A1669051003,1-2SGC-3,1-TM-INVENTORY-386,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/08/2023 15:39,A1669051003
1-TM-BATCH-387,BATCH1-A1669054002,1-23V6-1,1-TM-INVENTORY-387,Active,,2,2,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A1669054002
1-TM-BATCH-388,BATCH1-A1669054102,1-23V6-2,1-TM-INVENTORY-388,Active,,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A1669054102
1-TM-BATCH-389,BATCH1-A1669061202,1-2H5X-3,1-TM-INVENTORY-389,Active,,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 10:38,A1669061202
1-TM-BATCH-390,BATCH1-A1669065401,1-1T8I-2,1-TM-INVENTORY-390,Active,,1,1,0,0,1-J31BMH,1-J30J21,20/09/2024 16:00,A1669065401
1-TM-BATCH-391,BATCH1-A1669065802,1-2D0J-42,1-TM-INVENTORY-391,Active,,1,1,0,0,1-J31BMH,1-J30J21,25/12/2023 12:56,A1669065802
1-TM-BATCH-392,BATCH1-A1669067301,1-1TIU-66,1-TM-INVENTORY-392,Active,,1,1,0,0,1-J31BMH,1-J30J21,18/06/2021 9:39,A1669067301
1-TM-BATCH-393,BATCH1-A1669067401,1-1TIU-67,1-TM-INVENTORY-393,Active,,1,1,0,0,1-J31BMH,1-J30J21,30/09/2023 18:41,A1669067401
1-TM-BATCH-394,BATCH1-A1669067701,1-2GG5-48,1-TM-INVENTORY-394,Active,,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A1669067701
1-TM-BATCH-395,BATCH1-A1669068201,1-2ENY-1,1-TM-INVENTORY-395,Active,,1,1,0,0,1-J31BMH,1-J30J21,28/10/2024 12:14,A1669068201
1-TM-BATCH-396,BATCH1-A1669100218,1-2E4V-2,1-TM-INVENTORY-396,Active,,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 17:17,A1669100218
1-TM-BATCH-397,BATCH1-A16691020048N84,1-1OEW-3,1-TM-INVENTORY-397,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A16691020048N84
1-TM-BATCH-398,BATCH1-A1669106318,1-2GV1-5,1-TM-INVENTORY-398,Active,,1,1,0,0,1-J31BMH,1-J30J21,19/10/2024 14:37,A1669106318
1-TM-BATCH-399,BATCH1-A1672407300,1-5CIP-2,1-TM-INVENTORY-399,Active,,1,1,0,0,1-J31BMH,1-J30J21,16/08/2024 16:14,A1672407300
1-TM-BATCH-400,BATCH1-A1673280000,1-63BD-1,1-TM-INVENTORY-400,Active,,2,2,0,0,1-J31BMH,1-J30J21,25/03/2023 14:57,A1673280000
1-TM-BATCH-401,BATCH1-A1674001000,1-58HC-1,1-TM-INVENTORY-401,Active,,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 10:31,A1674001000
1-TM-BATCH-402,BATCH1-A167421070107,1-5E9O-1,1-TM-INVENTORY-402,Active,,3,3,0,0,1-J31BMH,1-J30J21,07/10/2023 15:39,A167421070107
1-TM-BATCH-403,BATCH1-A167421090107,1-4HM4-102,1-TM-INVENTORY-403,Active,,2,2,0,0,1-J31BMH,1-J30J21,20/09/2024 14:51,A167421090107
1-TM-BATCH-404,BATCH1-A167423890007,1-4HM4-104,1-TM-INVENTORY-404,Active,,2,2,0,0,1-J31BMH,1-J30J21,20/09/2024 14:51,A167423890007
1-TM-BATCH-405,BATCH1-A1674700401,1-63K4-7,1-TM-INVENTORY-405,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/08/2024 16:53,A1674700401
1-TM-BATCH-406,BATCH1-A1674700606,1-97DR-2,1-TM-INVENTORY-406,Active,,1,1,0,0,1-J31BMH,1-J30J21,10/02/2024 10:31,A1674700606
1-TM-BATCH-407,BATCH1-A1675404700,1-42D6-542,1-TM-INVENTORY-407,Active,,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 10:35,A1675404700
1-TM-BATCH-408,BATCH1-A1675404800,1-42D6-545,1-TM-INVENTORY-408,Active,,1,1,0,0,1-J31BMH,1-J30J21,06/11/2024 14:58,A1675404800
1-TM-BATCH-409,BATCH1-A1675845719,1-5Q7H-1,1-TM-INVENTORY-409,Active,,2,2,0,0,1-J31BMH,1-J30J21,29/08/2022 12:50,A1675845719
1-TM-BATCH-410,BATCH1-A1676701102,1-77XC-3,1-TM-INVENTORY-410,Active,,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 17:20,A1676701102
1-TM-BATCH-411,BATCH1-A16768066069G33,1-4LTA-7,1-TM-INVENTORY-411,Active,,4,4,0,0,1-J31BMH,1-J30J21,31/10/2024 11:44,A16768066069G33
1-TM-BATCH-412,BATCH1-A16768072069G33,1-4LTA-8,1-TM-INVENTORY-412,Active,,4,4,0,0,1-J31BMH,1-J30J21,31/10/2024 11:44,A16768072069G33
1-TM-BATCH-413,BATCH1-A16768079069G33,1-4XQU-2,1-TM-INVENTORY-413,Active,,7,7,0,0,1-J31BMH,1-J30J21,22/10/2024 13:05,A16768079069G33
1-TM-BATCH-414,BATCH1-A1676846600,1-5EJ7-2,1-TM-INVENTORY-414,Active,,1,1,0,0,1-J31BMH,1-J30J21,14/06/2023 15:26,A1676846600
1-TM-BATCH-415,BATCH1-A1676930000,1-4LI0-1,1-TM-INVENTORY-415,Active,,2,2,0,0,1-J31BMH,1-J30J21,06/06/2024 15:03,A1676930000
1-TM-BATCH-416,BATCH1-A1676931400,1-4WZ3-3,1-TM-INVENTORY-416,Active,,4,4,0,0,1-J31BMH,1-J30J21,02/11/2024 11:56,A1676931400
1-TM-BATCH-417,BATCH1-A1677258800,1-9FVM-8,1-TM-INVENTORY-417,Active,,1,1,0,0,1-J31BMH,1-J30J21,19/10/2024 14:37,A1677258800
1-TM-BATCH-418,BATCH1-A1677351602,1-9FVM-9,1-TM-INVENTORY-418,Active,,1,1,0,0,1-J31BMH,1-J30J21,19/10/2024 14:37,A1677351602
1-TM-BATCH-419,BATCH1-A1677802300,1-49HV-155,1-TM-INVENTORY-419,Active,,1,1,0,0,1-J31BMH,1-J30J21,15/11/2024 16:50,A1677802300
1-TM-BATCH-420,BATCH1-A1677805400,1-50EI-3,1-TM-INVENTORY-420,Active,,1,1,0,0,1-J31BMH,1-J30J21,17/04/2024 16:29,A1677805400
1-TM-BATCH-421,BATCH1-A16781063059051,1-57YJ-2,1-TM-INVENTORY-421,Active,,1,1,0,0,1-J31BMH,1-J30J21,18/02/2023 15:08,A16781063059051
1-TM-BATCH-422,BATCH1-A16781066059051,1-55AT-4,1-TM-INVENTORY-422,Active,,1,1,0,0,1-J31BMH,1-J30J21,25/03/2023 14:57,A16781066059051
1-TM-BATCH-423,BATCH1-A1678201701,1-4VZX-38,1-TM-INVENTORY-423,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/07/2023 15:04,A1678201701
1-TM-BATCH-424,BATCH1-A1678205003,1-7OIE-8,1-TM-INVENTORY-424,Active,,2,2,0,0,1-J31BMH,1-J30J21,22/05/2023 13:03,A1678205003
1-TM-BATCH-425,BATCH1-A1678205302,1-43PV-427,1-TM-INVENTORY-425,Active,,1,1,0,0,1-J31BMH,1-J30J21,07/01/2022 14:38,A1678205302
1-TM-BATCH-426,BATCH1-A1678205402,1-75CS-15,1-TM-INVENTORY-426,Active,,1,1,0,0,1-J31BMH,1-J30J21,13/07/2024 15:37,A1678205402
1-TM-BATCH-427,BATCH1-A1678205800,1-4HM4-71,1-TM-INVENTORY-427,Active,,1,1,0,0,1-J31BMH,1-J30J21,19/10/2021 17:21,A1678205800
1-TM-BATCH-428,BATCH1-A1678209301,1-35I9-410,1-TM-INVENTORY-428,Active,,3,3,0,0,1-J31BMH,1-J30J21,28/10/2024 12:34,A1678209301
1-TM-BATCH-429,BATCH1-A1678302700,1-43PV-431,1-TM-INVENTORY-429,Active,,1,1,0,0,1-J31BMH,1-J30J21,08/02/2023 15:51,A1678302700
1-TM-BATCH-430,BATCH1-A1678304102,1-7IFM-3,1-TM-INVENTORY-430,Active,,1,1,0,0,1-J31BMH,1-J30J21,29/10/2024 15:26,A1678304102
1-TM-BATCH-431,BATCH1-A1678304202,1-7IFM-4,1-TM-INVENTORY-431,Active,,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 10:38,A1678304202
1-TM-BATCH-432,BATCH1-A1678304302,1-6ZVR-2,1-TM-INVENTORY-432,Active,,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 12:10,A1678304302
1-TM-BATCH-433,BATCH1-A1678350200,1-4HM4-73,1-TM-INVENTORY-433,Active,,5,5,0,0,1-J31BMH,1-J30J21,11/11/2024 17:29,A1678350200
1-TM-BATCH-434,BATCH1-A1678350400,1-4HM4-74,1-TM-INVENTORY-434,Active,,5,5,0,0,1-J31BMH,1-J30J21,11/11/2024 17:29,A1678350400
1-TM-BATCH-435,BATCH1-A1678805109,1-9MRN-6,1-TM-INVENTORY-435,Active,,1,1,0,0,1-J31BMH,1-J30J21,01/10/2024 13:08,A1678805109
1-TM-BATCH-436,BATCH1-A1678903100,1-5TAQ-1,1-TM-INVENTORY-436,Active,,3,3,0,0,1-J31BMH,1-J30J21,04/01/2023 14:37,A1678903100
1-TM-BATCH-437,BATCH1-A1678903300,1-4XMV-1,1-TM-INVENTORY-437,Active,,2,2,0,0,1-J31BMH,1-J30J21,14/10/2024 15:59,A1678903300
1-TM-BATCH-438,BATCH1-A1678903400,1-4XMV-2,1-TM-INVENTORY-438,Active,,2,2,0,0,1-J31BMH,1-J30J21,14/10/2024 11:17,A1678903400
1-TM-BATCH-439,BATCH1-A16790502019051,1-35IH-6278,1-TM-INVENTORY-439,Active,,1,1,0,0,1-J31BMH,1-J30J21,27/08/2024 17:15,A16790502019051
1-TM-BATCH-440,BATCH1-A1679054600,1-4HM4-86,1-TM-INVENTORY-440,Active,,2,2,0,0,1-J31BMH,1-J30J21,12/11/2024 10:35,A1679054600
1-TM-BATCH-441,BATCH1-A16790577017N49,1-430F-1176,1-TM-INVENTORY-441,Active,,2,2,0,0,1-J31BMH,1-J30J21,25/09/2024 16:38,A16790577017N49
1-TM-BATCH-442,BATCH1-A16790584019051,1-5R58-5,1-TM-INVENTORY-442,Active,,1,1,0,0,1-J31BMH,1-J30J21,09/01/2023 12:39,A16790584019051
1-TM-BATCH-443,BATCH1-A1679062004,1-50EI-5,1-TM-INVENTORY-443,Active,,2,2,0,0,1-J31BMH,1-J30J21,24/11/2023 15:14,A1679062004
1-TM-BATCH-444,BATCH1-A1679103606,1-71KH-2,1-TM-INVENTORY-444,Active,,1,1,0,0,1-J31BMH,1-J30J21,14/03/2023 13:14,A1679103606
1-TM-BATCH-445,BATCH1-A1695401617,1-1MAW-190,1-TM-INVENTORY-445,Active,,3,3,0,0,1-J31BMH,1-J30J21,15/11/2024 13:25,A1695401617
1-TM-BATCH-446,BATCH1-A1695430231,1-35I5-354,1-TM-INVENTORY-446,Active,,13,13,0,0,1-J31BMH,1-J30J21,27/07/2023 17:40,A1695430231
1-TM-BATCH-447,BATCH1-A169543023164,1-2XVC-10,1-TM-INVENTORY-447,Active,,1,1,0,0,1-J31BMH,1-J30J21,09/08/2023 18:00,A169543023164
1-TM-BATCH-448,BATCH1-A1698201745,1-1350-1,1-TM-INVENTORY-448,Active,,2,2,0,0,1-J31BMH,1-J30J21,28/10/2024 15:14,A1698201745
1-TM-BATCH-449,BATCH1-A1714710110,1-5KG-4,1-TM-INVENTORY-449,Active,,2,2,0,0,1-J31BMH,1-J30J21,21/10/2024 16:20,A1714710110
1-TM-BATCH-450,BATCH1-A1715400617,1-61K-1,1-TM-INVENTORY-450,Active,,10,10,0,0,1-J31BMH,1-J30J21,17/12/2020 11:12,A1715400617
1-TM-BATCH-451,BATCH1-A1725407202,1-2WQ6-4,1-TM-INVENTORY-451,Active,,2,2,0,0,1-J31BMH,1-J30J21,14/10/2024 15:59,A1725407202
1-TM-BATCH-452,BATCH1-A1728200802,1-2INK-1,1-TM-INVENTORY-452,Active,,1,1,0,0,1-J31BMH,1-J30J21,29/09/2016 15:43,A1728200802
1-TM-BATCH-453,BATCH1-A1768100400,1-2JWS-6,1-TM-INVENTORY-453,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A1768100400
1-TM-BATCH-454,BATCH1-A1768200545,1-1TUF-32,1-TM-INVENTORY-454,Active,,1,1,0,0,1-J31BMH,1-J30J21,22/05/2024 13:29,A1768200545
1-TM-BATCH-455,BATCH1-A1768202700,1-270Q-1,1-TM-INVENTORY-455,Active,,1,1,0,0,1-J31BMH,1-J30J21,11/07/2024 16:04,A1768202700
1-TM-BATCH-456,BATCH1-A1768204400,1-2CWT-5,1-TM-INVENTORY-456,Active,,5,5,0,0,1-J31BMH,1-J30J21,12/11/2024 17:20,A1768204400
